1 Time;2 Number;5 Layers;10 Neurons;15 Epochs;20 Train-Acc;21 Val-Acc;22 Train-F1;27 Val-F1;29 Chunksize;30 Comment;Batch-Size;Clipping;Cutoff;Dataset;Future;Link;NLabels;Report;Runtime;Selection;Shape;Train-Confusion;Train-Loss;Val-Confusion;Val-Loss;Weightdecay
02/20/17 17:10:54;43;3;30;200;0.932;0.78;0.75;0.598;1500;LSTM-norm-3ch+future;128;250;;c:\sleep\data\;10;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.85      0.68      0.75      1970
        1.0       0.36      0.47      0.41       789
        2.0       0.84      0.79      0.81      9193
        3.0       0.81      0.79      0.80      4037
        4.0       0.73      0.87      0.80      3462
        5.0       0.01      0.20      0.01         5

avg / total       0.80      0.78      0.79     19456
";8.03;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(40842L, 396L);"[[  9.15e-01   5.19e-02   1.10e-02   1.50e-03   1.85e-02   2.50e-03]
 [  4.22e-02   6.42e-01   1.82e-01   3.15e-03   1.28e-01   2.52e-03]
 [  4.08e-04   4.48e-03   9.66e-01   2.50e-02   3.97e-03   5.09e-05]
 [  3.79e-04   0.00e+00   1.04e-01   8.96e-01   0.00e+00   0.00e+00]
 [  4.32e-04   3.24e-03   1.04e-02   2.16e-04   9.86e-01   0.00e+00]
 [  1.13e-01   2.53e-01   3.85e-01   7.37e-02   1.50e-01   2.53e-02]]";0.2121;"[[  8.53e-01   7.37e-02   4.62e-02   1.99e-02   5.77e-03   1.28e-03]
 [  2.20e-01   3.57e-01   2.84e-01   1.15e-02   1.28e-01   0.00e+00]
 [  2.04e-02   2.33e-02   8.41e-01   8.35e-02   3.19e-02   1.16e-04]
 [  2.79e-03   0.00e+00   1.84e-01   8.12e-01   1.52e-03   0.00e+00]
 [  4.21e-02   2.03e-02   1.96e-01   8.96e-03   7.33e-01   2.42e-04]
 [  3.02e-01   1.11e-01   2.78e-01   2.22e-01   8.02e-02   6.17e-03]]";0.68857;0.00001
02/20/17 17:21:41;44;3;30;250;0.889;0.832;0.669;0.619;1500;intrasub;128;250;;c:\sleep\data\;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.78      0.81      0.79      1385
        1.0       0.30      0.41      0.35       611
        2.0       0.90      0.84      0.87      9944
        3.0       0.80      0.84      0.82      4218
        4.0       0.88      0.88      0.88      3938
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.83      0.84     20096
";8.31;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(40204L, 36L);"[[  8.29e-01   7.59e-02   4.56e-02   1.19e-02   3.75e-02   0.00e+00]
 [  1.18e-01   3.61e-01   2.84e-01   6.15e-03   2.30e-01   0.00e+00]
 [  1.27e-03   8.70e-03   9.46e-01   3.07e-02   1.30e-02   0.00e+00]
 [  4.03e-04   5.38e-04   1.37e-01   8.60e-01   1.88e-03   0.00e+00]
 [  3.70e-03   1.02e-02   3.61e-02   9.51e-04   9.49e-01   0.00e+00]
 [  8.69e-02   1.20e-01   5.09e-01   7.98e-02   2.04e-01   0.00e+00]]";0.33023;"[[  7.79e-01   1.43e-01   4.03e-02   6.95e-03   3.13e-02   0.00e+00]
 [  2.42e-01   3.04e-01   2.74e-01   1.20e-03   1.79e-01   0.00e+00]
 [  2.58e-03   9.45e-03   8.96e-01   6.41e-02   2.78e-02   0.00e+00]
 [  2.26e-04   0.00e+00   1.94e-01   8.04e-01   1.58e-03   0.00e+00]
 [  2.30e-03   9.70e-03   1.01e-01   6.64e-03   8.80e-01   0.00e+00]
 [  1.79e-01   1.61e-01   3.57e-01   1.31e-01   1.73e-01   0.00e+00]]";0.49542;0.00001
02/20/17 17:23:40;44;3;30;250;0.928;0.825;0.744;0.612;1500;intrasub;128;250;;c:\sleep\data\;5;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.65      0.81      0.72       958
        1.0       0.41      0.37      0.39       896
        2.0       0.90      0.83      0.86     10263
        3.0       0.81      0.85      0.83      4152
        4.0       0.84      0.90      0.87      3827
        5.0       0.00      0.00      0.00         0

avg / total       0.84      0.83      0.83     20096
";8.96;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(40204L, 216L);"[[  9.19e-01   5.37e-02   9.80e-03   3.83e-03   1.41e-02   0.00e+00]
 [  5.31e-02   6.59e-01   1.34e-01   3.28e-03   1.50e-01   1.09e-03]
 [  6.90e-04   6.90e-03   9.61e-01   2.36e-02   7.96e-03   0.00e+00]
 [  7.99e-04   0.00e+00   1.06e-01   8.93e-01   2.66e-04   0.00e+00]
 [  3.24e-04   6.47e-03   8.52e-03   0.00e+00   9.85e-01   0.00e+00]
 [  1.61e-01   2.56e-01   3.40e-01   7.20e-02   1.61e-01   9.93e-03]]";0.21904;"[[  6.52e-01   2.57e-01   6.02e-02   5.01e-03   2.59e-02   0.00e+00]
 [  9.25e-02   4.10e-01   2.99e-01   1.00e-02   1.89e-01   0.00e+00]
 [  4.13e-03   1.78e-02   8.99e-01   6.04e-02   1.86e-02   0.00e+00]
 [  1.38e-03   2.30e-04   1.84e-01   8.14e-01   9.20e-04   0.00e+00]
 [  1.94e-03   1.36e-02   1.44e-01   3.40e-03   8.37e-01   0.00e+00]
 [  2.67e-01   1.83e-01   3.61e-01   8.90e-02   9.95e-02   0.00e+00]]";0.55082;0.00001
02/20/17 17:42:26;45;3;30;250;0.895;0.816;0.689;0.598;1500;intrasub;128;250;;c:\sleep\data\;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.76      0.71      0.73      1195
        1.0       0.25      0.40      0.31       582
        2.0       0.85      0.85      0.85      8451
        3.0       0.86      0.83      0.85      4107
        4.0       0.89      0.82      0.85      4993
        5.0       0.00      0.00      0.00         0

avg / total       0.84      0.82      0.83     19328
";9.11;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(40922L, 36L);"[[  8.11e-01   1.06e-01   4.81e-02   5.30e-03   2.93e-02   0.00e+00]
 [  9.88e-02   4.90e-01   2.43e-01   6.55e-03   1.61e-01   0.00e+00]
 [  1.26e-03   7.62e-03   9.49e-01   2.88e-02   1.37e-02   0.00e+00]
 [  3.81e-04   3.81e-04   1.44e-01   8.54e-01   3.81e-04   0.00e+00]
 [  1.39e-03   6.01e-03   4.40e-02   3.47e-04   9.48e-01   0.00e+00]
 [  1.20e-01   1.40e-01   4.85e-01   6.43e-02   1.90e-01   0.00e+00]]";0.31607;"[[ 0.76  0.14  0.05  0.01  0.04  0.  ]
 [ 0.16  0.25  0.3   0.    0.29  0.  ]
 [ 0.01  0.01  0.85  0.07  0.06  0.  ]
 [ 0.    0.    0.14  0.86  0.    0.  ]
 [ 0.03  0.02  0.06  0.    0.89  0.  ]
 [ 0.06  0.11  0.53  0.11  0.19  0.  ]]";0.54398;0.00001
02/20/17 18:31:32;45;3;50;250;0.982;0.796;0.923;0.62;500;intrasub;128;250;;c:\sleep\data\;25;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.71      0.69      0.70      3286
        1.0       0.36      0.33      0.34      2784
        2.0       0.90      0.80      0.85     29379
        3.0       0.72      0.83      0.77     10302
        4.0       0.80      0.91      0.85     12114
        5.0       0.14      0.43      0.21       247

avg / total       0.81      0.80      0.80     58112
";56.73;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122790L, 936L);"[[  9.79e-01   1.55e-02   1.08e-03   6.73e-04   2.42e-03   1.75e-03]
 [  1.05e-02   9.46e-01   2.06e-02   7.49e-04   1.61e-02   5.81e-03]
 [  5.10e-05   6.12e-04   9.88e-01   1.02e-02   5.78e-04   2.72e-04]
 [  2.53e-04   0.00e+00   1.34e-02   9.86e-01   2.11e-04   5.90e-04]
 [  5.69e-04   7.77e-03   3.34e-03   0.00e+00   9.88e-01   3.79e-05]
 [  8.77e-02   1.72e-01   1.08e-01   2.73e-02   5.56e-02   5.50e-01]]";0.06759;"[[  7.07e-01   1.02e-01   1.41e-01   2.00e-02   2.34e-02   6.56e-03]
 [  1.52e-01   3.57e-01   3.30e-01   3.93e-03   1.40e-01   1.73e-02]
 [  3.00e-03   1.22e-02   9.00e-01   6.28e-02   2.03e-02   1.46e-03]
 [  5.90e-04   1.43e-03   2.73e-01   7.19e-01   4.88e-03   8.42e-04]
 [  2.90e-02   8.02e-02   8.48e-02   1.17e-03   8.03e-01   2.04e-03]
 [  2.02e-01   1.50e-01   3.53e-01   5.12e-02   1.05e-01   1.39e-01]]";0.8528;0.00001
Tue Feb 21 19:54:37 2017;46;3;25;250;0.858;0.775;0.665;0.549;3000;with all classes;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5 6];"             precision    recall  f1-score   support

        0.0       0.64      0.75      0.69       489
        1.0       0.26      0.30      0.28       301
        2.0       0.90      0.82      0.86      5190
        3.0       0.49      0.53      0.51      1103
        4.0       0.51      0.83      0.64       412
        5.0       0.90      0.86      0.88      2233
        6.0       0.00      0.00      0.00         0

avg / total       0.80      0.78      0.79      9728
";4.44;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 36);"[[  8.55e-01   6.91e-02   3.83e-02   1.66e-03   8.32e-04   3.49e-02
    0.00e+00]
 [  1.58e-01   3.54e-01   2.92e-01   1.05e-03   3.15e-03   1.92e-01
    0.00e+00]
 [  1.28e-03   8.54e-03   9.42e-01   3.30e-02   9.60e-04   1.46e-02
    0.00e+00]
 [  1.66e-03   0.00e+00   2.48e-01   6.48e-01   1.01e-01   1.25e-03
    0.00e+00]
 [  0.00e+00   0.00e+00   3.02e-03   1.58e-01   8.39e-01   0.00e+00
    0.00e+00]
 [  5.27e-03   6.58e-03   3.77e-02   1.32e-03   2.19e-04   9.49e-01
    0.00e+00]
 [  1.05e-01   1.52e-01   4.95e-01   2.86e-02   3.33e-02   1.86e-01
    0.00e+00]]";0.42492;"[[  6.41e-01   1.89e-01   1.13e-01   5.21e-03   6.94e-03   4.51e-02
    0.00e+00]
 [  1.33e-01   2.57e-01   3.03e-01   2.89e-03   0.00e+00   3.03e-01
    0.00e+00]
 [  7.83e-03   1.37e-02   8.97e-01   4.23e-02   1.27e-03   3.74e-02
    0.00e+00]
 [  3.32e-03   0.00e+00   4.65e-01   4.85e-01   4.56e-02   8.30e-04
    0.00e+00]
 [  0.00e+00   0.00e+00   1.79e-02   4.68e-01   5.14e-01   0.00e+00
    0.00e+00]
 [  5.20e-03   1.47e-02   7.70e-02   0.00e+00   0.00e+00   9.03e-01
    0.00e+00]
 [  2.50e-01   7.95e-02   4.77e-01   1.14e-02   3.41e-02   1.48e-01
    0.00e+00]]";0.62065;0.00001
Tue Feb 21 20:07:23 2017;47;3;25;250;0.883;0.796;0.647;0.544;3000;with all classes;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.79      0.53      0.63       656
        1.0       0.10      0.32      0.15       148
        2.0       0.88      0.82      0.85      5076
        3.0       0.83      0.80      0.82      1836
        4.0       0.78      0.85      0.82      2012
        5.0       0.00      0.00      0.00         0

avg / total       0.83      0.80      0.81      9728
";4.82;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 36);"[[  8.70e-01   3.36e-02   4.89e-02   1.07e-02   3.66e-02   0.00e+00]
 [  2.32e-01   2.18e-01   3.05e-01   7.07e-03   2.38e-01   0.00e+00]
 [  3.63e-03   4.37e-03   9.35e-01   3.98e-02   1.74e-02   0.00e+00]
 [  4.81e-04   0.00e+00   1.29e-01   8.70e-01   2.41e-04   0.00e+00]
 [  1.34e-03   3.58e-03   4.32e-02   1.12e-03   9.51e-01   0.00e+00]
 [  1.13e-01   8.06e-02   4.52e-01   1.34e-01   2.20e-01   0.00e+00]]";0.36086;"[[ 0.79  0.02  0.11  0.03  0.05  0.  ]
 [ 0.3   0.1   0.37  0.02  0.22  0.  ]
 [ 0.01  0.01  0.88  0.07  0.03  0.  ]
 [ 0.    0.    0.17  0.83  0.    0.  ]
 [ 0.04  0.02  0.15  0.    0.78  0.  ]
 [ 0.2   0.04  0.53  0.04  0.2   0.  ]]";0.58302;0.00001
Tue Feb 21 20:25:46 2017;48;3;25;250;0.879;0.818;0.634;0.573;3000;with all classes;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.77      0.64      0.70       767
        1.0       0.13      0.33      0.18       169
        2.0       0.87      0.84      0.86      4957
        3.0       0.84      0.81      0.82      2034
        4.0       0.88      0.87      0.88      2057
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.82      0.83      9984
";4.65;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20092, 36);"[[  8.38e-01   5.14e-02   5.58e-02   1.06e-02   4.43e-02   0.00e+00]
 [  2.04e-01   1.96e-01   3.16e-01   2.36e-03   2.82e-01   0.00e+00]
 [  4.34e-03   3.91e-03   9.40e-01   3.53e-02   1.62e-02   0.00e+00]
 [  2.53e-04   0.00e+00   1.35e-01   8.65e-01   2.53e-04   0.00e+00]
 [  9.93e-03   7.13e-03   4.17e-02   1.73e-03   9.40e-01   0.00e+00]
 [  1.02e-01   1.02e-01   5.22e-01   1.18e-01   1.56e-01   0.00e+00]]";0.36689;"[[  7.74e-01   4.11e-02   9.65e-02   6.33e-02   2.53e-02   0.00e+00]
 [  3.39e-01   1.26e-01   3.55e-01   1.57e-02   1.64e-01   0.00e+00]
 [  1.71e-02   1.06e-02   8.72e-01   6.83e-02   3.17e-02   0.00e+00]
 [  5.08e-04   5.08e-04   1.61e-01   8.36e-01   2.03e-03   0.00e+00]
 [  1.37e-02   1.07e-02   9.72e-02   1.46e-03   8.77e-01   0.00e+00]
 [  1.58e-01   1.29e-01   4.46e-01   1.09e-01   1.58e-01   0.00e+00]]";0.53906;0.00001
Tue Feb 21 20:52:04 2017;52;3;25;400;0.871;0.819;0.812;0.714;3000;remove movement-artifact;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 8];"             precision    recall  f1-score   support

        0.0       0.66      0.69      0.67       432
        1.0       0.28      0.36      0.32       158
        2.0       0.87      0.86      0.86      4162
        3.0       0.83      0.85      0.84      2061
        4.0       0.83      0.86      0.85      1560
        8.0       0.76      0.72      0.74      1611

avg / total       0.82      0.82      0.82      9984
";7.23;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20090, 36);"[[  9.41e-01   4.86e-02   4.86e-03   0.00e+00   5.84e-03   0.00e+00]
 [  1.29e-01   5.15e-01   2.13e-01   1.90e-03   1.41e-01   0.00e+00]
 [  8.90e-04   3.82e-03   9.58e-01   2.90e-02   8.40e-03   0.00e+00]
 [  0.00e+00   0.00e+00   1.14e-01   8.85e-01   9.28e-04   0.00e+00]
 [  9.40e-04   3.45e-03   3.04e-02   9.40e-04   9.64e-01   0.00e+00]
 [       nan        nan        nan        nan        nan        nan]]";0.38279;"[[  8.36e-01   1.33e-01   1.41e-02   2.82e-03   1.41e-02   0.00e+00]
 [  2.83e-01   3.43e-01   2.35e-01   0.00e+00   1.39e-01   0.00e+00]
 [  6.02e-03   9.79e-03   8.95e-01   6.85e-02   2.08e-02   0.00e+00]
 [  4.89e-03   0.00e+00   1.38e-01   8.55e-01   1.96e-03   0.00e+00]
 [  6.83e-04   2.73e-03   7.92e-02   2.73e-03   9.15e-01   0.00e+00]
 [       nan        nan        nan        nan        nan        nan]]";0.50846;0.00001
Tue Feb 21 22:29:23 2017;53;3;25;400;0.877;0.811;0.814;0.722;3000;remove movement-artifact;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 8];"             precision    recall  f1-score   support

        0.0       0.70      0.82      0.75       477
        1.0       0.28      0.39      0.32       160
        2.0       0.90      0.81      0.85      4427
        3.0       0.80      0.85      0.83      1862
        4.0       0.79      0.84      0.82      1456
        8.0       0.75      0.77      0.76      1602

avg / total       0.82      0.81      0.81      9984
";6.16;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20090, 36);"[[  9.50e-01   4.51e-02   1.07e-03   0.00e+00   4.30e-03   0.00e+00]
 [  1.36e-01   4.91e-01   2.36e-01   2.00e-03   1.34e-01   0.00e+00]
 [  2.51e-04   3.27e-03   9.57e-01   2.87e-02   1.13e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.00e-01   8.99e-01   5.93e-04   0.00e+00]
 [  1.53e-03   2.75e-03   3.08e-02   1.53e-03   9.63e-01   0.00e+00]
 [       nan        nan        nan        nan        nan        nan]]";0.36847;"[[  8.39e-01   1.16e-01   2.80e-02   0.00e+00   1.72e-02   0.00e+00]
 [  1.69e-01   3.28e-01   3.33e-01   0.00e+00   1.69e-01   0.00e+00]
 [  2.30e-03   5.87e-03   9.20e-01   5.61e-02   1.53e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.80e-01   8.17e-01   3.10e-03   0.00e+00]
 [  6.90e-04   6.90e-03   1.41e-01   5.52e-03   8.46e-01   0.00e+00]
 [       nan        nan        nan        nan        nan        nan]]";0.56125;0.00001
Tue Feb 21 23:19:35 2017;54;3;25;400;0.927;0.84;0.858;0.74;3000;remove movement-artifact;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4];"             precision    recall  f1-score   support

        0.0       0.86      0.80      0.82       483
        1.0       0.28      0.40      0.33       140
        2.0       0.89      0.84      0.86      4337
        3.0       0.82      0.85      0.83      2005
        4.0       0.82      0.88      0.85      1483

avg / total       0.85      0.84      0.84      8448
";8.01;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(16670, 36);"[[  9.38e-01   2.48e-02   1.88e-02   4.27e-03   1.45e-02]
 [  1.37e-01   4.30e-01   2.62e-01   4.97e-03   1.66e-01]
 [  1.72e-03   3.69e-03   9.55e-01   3.24e-02   7.51e-03]
 [  3.03e-04   0.00e+00   9.70e-02   9.02e-01   1.21e-03]
 [  1.74e-03   3.49e-03   2.30e-02   8.72e-04   9.71e-01]]";0.21679;"[[  8.55e-01   5.57e-02   4.23e-02   1.56e-02   3.12e-02]
 [  2.54e-01   2.79e-01   2.94e-01   4.98e-03   1.69e-01]
 [  8.77e-03   8.77e-03   8.86e-01   6.97e-02   2.70e-02]
 [  9.54e-04   0.00e+00   1.77e-01   8.15e-01   6.68e-03]
 [  6.27e-03   1.44e-02   1.58e-01   6.27e-04   8.21e-01]]";0.46711;0.00001
Tue Feb 21 23:51:31 2017;55;3;25;250;0.904;0.844;0.818;0.739;500;remove movement-artifact;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4];"             precision    recall  f1-score   support

        0.0       0.85      0.78      0.81      3794
        1.0       0.23      0.46      0.31       846
        2.0       0.89      0.85      0.87     25432
        3.0       0.82      0.86      0.84     11131
        4.0       0.86      0.86      0.86      9485

avg / total       0.86      0.84      0.85     50688
";28.11;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(100392, 36);"[[  9.11e-01   3.70e-02   2.68e-02   7.08e-03   1.86e-02]
 [  1.97e-01   3.31e-01   2.72e-01   3.46e-03   1.98e-01]
 [  1.28e-03   2.78e-03   9.42e-01   3.96e-02   1.39e-02]
 [  5.31e-04   0.00e+00   1.51e-01   8.47e-01   9.66e-04]
 [  4.78e-04   3.35e-03   3.91e-02   5.74e-04   9.57e-01]]";0.27682;"[[ 0.85  0.05  0.05  0.02  0.02]
 [ 0.31  0.23  0.3   0.02  0.15]
 [ 0.    0.01  0.89  0.06  0.04]
 [ 0.    0.    0.18  0.82  0.01]
 [ 0.02  0.01  0.1   0.    0.86]]";0.46161;0.00001
Wed Feb 22 11:43:48 2017;56;3;25;150;0.649;0.572;0.529;0.431;3000;just EMG;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.26      0.41      0.32       304
        1.0       0.00      0.00      0.00         0
        2.0       0.67      0.61      0.64      4408
        3.0       0.39      0.54      0.45      1199
        4.0       0.60      0.45      0.52      2147
        5.0       0.65      0.67      0.66      1670

avg / total       0.60      0.57      0.58      9728
";13.16;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 13);"[[ 0.63  0.    0.18  0.03  0.03  0.12]
 [ 0.25  0.    0.4   0.04  0.22  0.09]
 [ 0.03  0.    0.75  0.08  0.1   0.03]
 [ 0.    0.    0.35  0.62  0.02  0.01]
 [ 0.01  0.    0.25  0.01  0.61  0.12]
 [ 0.04  0.    0.15  0.07  0.15  0.59]]";0.94993;"[[ 0.26  0.    0.25  0.11  0.08  0.3 ]
 [ 0.1   0.    0.37  0.04  0.32  0.17]
 [ 0.02  0.    0.67  0.1   0.18  0.03]
 [ 0.01  0.    0.54  0.39  0.05  0.01]
 [ 0.    0.    0.24  0.01  0.6   0.14]
 [ 0.03  0.    0.12  0.05  0.14  0.65]]";1.13328;0.00001
Wed Feb 22 11:44:15 2017;56;3;25;150;0.725;0.68;0.542;0.496;3000;just EEG;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.66      0.53      0.59       596
        1.0       0.00      0.00      0.00         0
        2.0       0.89      0.69      0.78      5193
        3.0       0.75      0.80      0.77      1577
        4.0       0.82      0.61      0.70      2161
        5.0       0.08      0.65      0.14       201

avg / total       0.82      0.68      0.73      9728
";12.96;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 8);"[[  7.58e-01   0.00e+00   1.23e-01   1.65e-02   4.26e-02   5.99e-02]
 [  3.89e-01   0.00e+00   2.72e-01   3.31e-03   2.75e-01   6.13e-02]
 [  1.07e-02   0.00e+00   9.07e-01   4.35e-02   3.23e-02   6.57e-03]
 [  0.00e+00   0.00e+00   1.69e-01   8.28e-01   2.67e-04   2.41e-03]
 [  4.38e-03   0.00e+00   8.35e-02   2.63e-03   8.93e-01   1.69e-02]
 [  3.29e-02   0.00e+00   4.22e-01   9.95e-02   3.58e-01   8.77e-02]]";0.77157;"[[  6.60e-01   0.00e+00   1.70e-01   2.07e-02   9.75e-02   5.19e-02]
 [  3.27e-01   0.00e+00   2.45e-01   5.10e-03   3.83e-01   4.08e-02]
 [  2.15e-02   0.00e+00   8.87e-01   3.22e-02   5.39e-02   5.69e-03]
 [  1.79e-03   0.00e+00   2.47e-01   7.51e-01   0.00e+00   5.96e-04]
 [  6.20e-04   0.00e+00   1.72e-01   6.20e-04   8.18e-01   8.05e-03]
 [  7.16e-02   0.00e+00   4.59e-01   1.02e-01   2.91e-01   7.63e-02]]";0.89591;0.00001
Wed Feb 22 11:44:43 2017;56;3;25;150;0.677;0.656;0.483;0.449;3000;just EOG;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.26      0.47      0.34       270
        1.0       0.00      0.00      0.00         0
        2.0       0.86      0.72      0.78      4829
        3.0       0.80      0.71      0.75      1886
        4.0       0.76      0.53      0.62      2309
        5.0       0.12      0.49      0.20       434

avg / total       0.78      0.66      0.70      9728
";12.3;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 15);"[[  3.48e-01   8.69e-04   1.13e-01   5.47e-02   3.56e-01   1.27e-01]
 [  1.44e-01   1.66e-03   3.94e-01   6.62e-03   3.15e-01   1.39e-01]
 [  2.19e-03   0.00e+00   8.83e-01   5.73e-02   3.86e-02   1.84e-02]
 [  0.00e+00   0.00e+00   1.69e-01   8.14e-01   1.26e-02   4.28e-03]
 [  2.19e-02   0.00e+00   1.59e-01   2.51e-02   7.47e-01   4.73e-02]
 [  3.02e-02   0.00e+00   3.69e-01   1.02e-01   3.42e-01   1.57e-01]]";0.90397;"[[ 0.26  0.    0.21  0.04  0.37  0.13]
 [ 0.13  0.    0.41  0.02  0.39  0.05]
 [ 0.    0.    0.86  0.06  0.06  0.01]
 [ 0.    0.    0.17  0.8   0.02  0.01]
 [ 0.01  0.    0.15  0.04  0.76  0.05]
 [ 0.06  0.    0.38  0.12  0.32  0.12]]";0.99293;0.00001
Wed Feb 22 12:00:41 2017;57;3;25;250;0.731;0.59;0.598;0.457;3000;just EMG;128;25;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.39      0.46      0.42       407
        1.0       0.00      0.00      0.00         0
        2.0       0.69      0.62      0.65      4443
        3.0       0.39      0.54      0.45      1205
        4.0       0.61      0.49      0.54      1986
        5.0       0.67      0.68      0.67      1687

avg / total       0.62      0.59      0.60      9728
";5.32;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 15);"[[ 0.7   0.    0.14  0.    0.01  0.15]
 [ 0.28  0.    0.44  0.01  0.14  0.14]
 [ 0.03  0.    0.8   0.06  0.08  0.03]
 [ 0.01  0.    0.23  0.73  0.01  0.02]
 [ 0.    0.    0.15  0.01  0.75  0.09]
 [ 0.04  0.    0.13  0.04  0.11  0.67]]";0.76526;"[[ 0.39  0.    0.24  0.03  0.01  0.34]
 [ 0.13  0.    0.45  0.03  0.16  0.23]
 [ 0.02  0.    0.69  0.1   0.16  0.04]
 [ 0.02  0.    0.5   0.39  0.08  0.01]
 [ 0.    0.    0.23  0.06  0.61  0.1 ]
 [ 0.05  0.    0.15  0.03  0.1   0.67]]";1.10441;0.00001
